index,dataset_name,display_name,reverse,reverse_bool,split,shape,phenotype,cleaned_phenotype,screen_rationale,screen_type,screen_category,library_methodology,cell_type,cell_line,num_genes,publication_year,author,source_id,umap_x_ground_truth,umap_y_ground_truth,umap_x_ground_truth_train_fitted,umap_y_ground_truth_train_fitted
289,428,428 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Cancer Cell Line,PK-45H,17637,2017,Meyers RM (2017),29083409,3.146444797515869,-5.041194438934326,1.843782901763916,7.74671745300293
290,429,429 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Hepatoma Cell Line,PLC/PRF/5,17637,2017,Meyers RM (2017),29083409,3.768609046936035,-5.461855888366699,0.9691171646118164,7.800679683685303
291,430,430 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Pancreatic Adenocarcinoma Cell Line,PSN1,17637,2017,Meyers RM (2017),29083409,2.769852638244629,-4.499663829803467,2.853628635406494,8.040509223937988
292,431,431 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Renal Cell Carcinoma Cell Line,RCC10RGB,17637,2017,Meyers RM (2017),29083409,2.812624216079712,-5.020442485809326,2.3141863346099854,7.463662624359131
293,432,432 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Rhabdomyosarcoma Cell Line,RD,17637,2017,Meyers RM (2017),29083409,3.902292013168335,-5.285144805908203,1.0438750982284546,7.910211563110352
294,433,433 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Lung Adenocarcinoma Cell Line,RERF-LC-Ad1,17637,2017,Meyers RM (2017),29083409,3.2775230407714844,-5.4804253578186035,1.7975268363952637,7.30320930480957
295,434,434 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Lung Squamous Cell Carcinoma Cell Line,RERF-LC-A1,17637,2017,Meyers RM (2017),29083409,3.15325927734375,-5.764338970184326,1.433864712715149,6.990417957305908
296,435,435 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Rhabdomyosarcoma Cell Line,Rh30,17637,2017,Meyers RM (2017),29083409,3.4721858501434326,-4.368910789489746,2.2307093143463135,8.57650375366211
297,436,436 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Cancer Cell Line,RKN,17637,2017,Meyers RM (2017),29083409,3.2097008228302,-5.769346237182617,1.4275420904159546,6.9911956787109375
298,437,437 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Colonic Cancer Cell Line,RKO,17637,2017,Meyers RM (2017),29083409,4.171825408935547,-4.473896503448486,1.6155225038528442,8.644148826599121
299,438,438 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Ovarian Cancer Cell Line,RMUG-S,17637,2017,Meyers RM (2017),29083409,2.8974642753601074,-4.686499118804932,2.6854794025421143,8.007899284362793
300,439,439 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Melanoma Cell Line,RPMI-7951,17637,2017,Meyers RM (2017),29083409,3.340522289276123,-5.778109073638916,1.3312761783599854,7.090603351593018
301,440,440 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Bladder Transitional Cell Carcinoma Cell Line,RT-4,17637,2017,Meyers RM (2017),29083409,2.647385358810425,-4.221129894256592,3.289236068725586,8.13771915435791
302,441,441 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Bladder Transitional Cell Carcinoma Cell Line,RT-112,17637,2017,Meyers RM (2017),29083409,3.4798028469085693,-4.873756408691406,1.8458302021026611,8.320137023925781
303,442,442 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Bladder Carcinoma,RT112/84,17637,2017,Meyers RM (2017),29083409,3.4290554523468018,-5.840972423553467,1.384912371635437,7.063337802886963
304,443,443 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Melanoma Cell Line,RVH-421,17637,2017,Meyers RM (2017),29083409,3.228419065475464,-4.246893882751465,2.6807751655578613,7.218227863311768
305,444,444 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Urinary Bladder Squamous Cell Carcinoma Cell Line,SCaBER,17637,2017,Meyers RM (2017),29083409,3.461430311203003,-5.382027626037598,1.925148606300354,7.734902381896973
306,445,445 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Glioblastoma Cell Line,SF295,17637,2017,Meyers RM (2017),29083409,4.3417277336120605,-5.189077377319336,0.6348505020141602,8.246455192565918
307,446,446 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Glioblastoma Cell Line,SF767,17637,2017,Meyers RM (2017),29083409,3.0709338188171387,-5.151211261749268,2.0782065391540527,7.652924060821533
308,447,447 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Gastric Adenocarcinoma Cell Line,SH-10-TC,17637,2017,Meyers RM (2017),29083409,2.9134864807128906,-5.228286266326904,1.9540334939956665,7.285495281219482
309,448,448 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Adrenal Gland Neuroblastoma,SiMa,17637,2017,Meyers RM (2017),29083409,3.6919429302215576,-4.359364986419678,1.7467710971832275,8.662383079528809
310,449,449 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Osteosarcoma Cell Line,SJSA-1,17637,2017,Meyers RM (2017),29083409,3.3776097297668457,-5.785914897918701,1.2738481760025024,7.080572605133057
311,450,450 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Breast Adenocarcinoma Cell Line,SK-BR-3,17637,2017,Meyers RM (2017),29083409,3.5878846645355225,-4.466681957244873,2.239733934402466,8.582963943481445
312,451,451 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Hepatoma Cell Line,SK-HEP-1,17637,2017,Meyers RM (2017),29083409,3.104995012283325,-4.768767833709717,2.31443452835083,7.982508659362793
313,452,452 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Melanoma Cell Line,SK-MEL-24,17637,2017,Meyers RM (2017),29083409,2.8154213428497314,-4.475872039794922,2.8931033611297607,7.5260138511657715
314,453,453 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Melanoma Cell Line,SK-MEL-30,17637,2017,Meyers RM (2017),29083409,3.224547863006592,-4.602486610412598,2.5413105487823486,7.468369483947754
315,454,454 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Lung Squamous Cell Carcinoma Cell Line,SK-MES-1,17637,2017,Meyers RM (2017),29083409,3.044189214706421,-5.414234161376953,1.7992225885391235,7.161876678466797
316,455,455 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Neuroblastoma Cell Line,SK-N-AS,17637,2017,Meyers RM (2017),29083409,4.133975982666016,-5.511038780212402,0.8058379888534546,7.766574859619141
317,456,456 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Neuroblastoma Cell Line,SK-N-BE(2),17637,2017,Meyers RM (2017),29083409,3.0909364223480225,-4.68011474609375,2.539583683013916,7.656372547149658
318,457,457 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Neuroblastoma Cell Line,SK-N-DZ,17637,2017,Meyers RM (2017),29083409,3.744123935699463,-4.602142333984375,1.7133110761642456,8.652565002441406
319,458,458 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Neuroblastoma Cell Line,SK-N-FI,17637,2017,Meyers RM (2017),29083409,2.460702419281006,-4.864850044250488,3.0661213397979736,7.669748783111572
320,459,459 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Neuroepithelioma Cell Line,SK-N-MC,17637,2017,Meyers RM (2017),29083409,2.590512990951538,-4.477142333984375,3.0139808654785156,7.967964172363281
321,460,460 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Ovary Adenocarcinoma Cell Line,SK-OV-3,17637,2017,Meyers RM (2017),29083409,2.7668280601501465,-5.463181972503662,1.9901432991027832,7.05274772644043
322,461,461 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Bladder Carcinoma,SLR20,17637,2017,Meyers RM (2017),29083409,3.625218629837036,-5.025442600250244,1.409903645515442,7.951012134552002
323,462,462 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Cancer Cell Line,SLR23,17637,2017,Meyers RM (2017),29083409,4.081613063812256,-5.413992881774902,0.8645331263542175,7.6597208976745605
324,463,463 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Renal Cell Carcinoma Cell Line,SLR26,17637,2017,Meyers RM (2017),29083409,2.9594836235046387,-5.6564621925354,1.7730621099472046,6.8992533683776855
325,464,464 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Endometrial Cancer Cell Line,SNG-M,17637,2017,Meyers RM (2017),29083409,4.055395126342773,-4.6734724044799805,1.3396426439285278,8.578816413879395
326,465,465 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Gastric Cancer Cell Line,SNU-1,17637,2017,Meyers RM (2017),29083409,4.1442790031433105,-4.578598976135254,1.3321045637130737,8.760040283203125
327,466,466 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Ovarian Cancer Cell Line,SNU-8,17637,2017,Meyers RM (2017),29083409,3.594259262084961,-5.181205749511719,1.5590053796768188,8.059457778930664
328,467,467 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Glioma Cell Line,SNU-201,17637,2017,Meyers RM (2017),29083409,3.0613842010498047,-5.367225170135498,1.8404043912887573,7.155795097351074
329,468,468 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Pancreatic Adenocarcinoma Cell Line,SNU-213,17637,2017,Meyers RM (2017),29083409,2.814284563064575,-4.894142150878906,2.442349910736084,7.7649970054626465
330,469,469 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Renal Cell Carcinoma Cell Line,SNU-349,17637,2017,Meyers RM (2017),29083409,3.3422577381134033,-5.606431007385254,1.5077422857284546,7.532981872558594
331,470,470 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Hepatoma Cell Line,SNU-398,17637,2017,Meyers RM (2017),29083409,4.4619221687316895,-4.978424549102783,0.8409708142280579,8.426412582397461
332,471,471 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Pancreatic Adenocarcinoma Cell Line,SNU-410,17637,2017,Meyers RM (2017),29083409,3.1804611682891846,-5.46535062789917,1.7761955261230469,7.375241756439209
333,472,472 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Hepatoma Cell Line,SNU-449,17637,2017,Meyers RM (2017),29083409,3.388620615005493,-5.7214179039001465,1.1672990322113037,7.249264717102051
334,473,473 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Colorectal Cancer Cell Line,SNU-503,17637,2017,Meyers RM (2017),29083409,2.5833964347839355,-4.707880973815918,2.986025810241699,7.890166759490967
335,474,474 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Uterine Carcinosarcoma Cell Line,SNU-685,17637,2017,Meyers RM (2017),29083409,3.5700201988220215,-5.758452892303467,1.2543936967849731,7.313564777374268
336,475,475 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Ovarian Cancer Cell Line,SNU-840,17637,2017,Meyers RM (2017),29083409,3.3771352767944336,-4.504498481750488,2.156501531600952,8.178505897521973
337,476,476 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Pancreatic Cancer Cell Line,SUIT-2,17637,2017,Meyers RM (2017),29083409,3.1320602893829346,-4.404054164886475,2.565950393676758,8.254570960998535
338,477,477 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Anaplastic Large Cell Lymphoma Cell Line,SUP-M2,17637,2017,Meyers RM (2017),29083409,3.1652889251708984,-4.03528356552124,2.7869534492492676,8.626118659973145
339,478,478 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,T-lymphoma cell line,SUP-T1,17637,2017,Meyers RM (2017),29083409,2.7233376502990723,-4.051597595214844,3.2230610847473145,8.41067123413086
340,479,479 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Colorectal Adenocarcinoma Cell Line,SW48,17637,2017,Meyers RM (2017),29083409,3.165802240371704,-4.445265769958496,2.5861713886260986,8.171392440795898
341,480,480 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Colonic Adenocarcinoma Cell Line,SW403,17637,2017,Meyers RM (2017),29083409,2.6640617847442627,-4.392905235290527,3.2576470375061035,8.133038520812988
342,481,481 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Colonic Adenocarcinoma Cell Line,SW620,17637,2017,Meyers RM (2017),29083409,4.092886447906494,-4.564647674560547,1.3940738439559937,8.735919952392578
343,482,482 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Colonic Cancer Cell Line,SW837,17637,2017,Meyers RM (2017),29083409,3.002899646759033,-5.080757141113281,2.3032031059265137,7.982699871063232
344,483,483 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Colonic Cancer Cell Line,SW1463,17637,2017,Meyers RM (2017),29083409,3.2728431224823,-4.912510395050049,1.9155778884887695,7.813321590423584
345,484,484 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Pancreatic Adenocarcinoma Cell Line,T3M-4,17637,2017,Meyers RM (2017),29083409,3.2715535163879395,-5.525249481201172,1.7777546644210815,7.388723850250244
346,485,485 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Urinary Bladder Cancer Cell Line,T24,17637,2017,Meyers RM (2017),29083409,2.9687812328338623,-4.784590721130371,2.4162487983703613,7.719733715057373
347,486,486 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Colonic Cancer Cell Line,T84,17637,2017,Meyers RM (2017),29083409,3.6743581295013428,-4.479271411895752,1.9604114294052124,8.559011459350586
348,487,487 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Glioblastoma Cell Line,T98G,17637,2017,Meyers RM (2017),29083409,2.854260206222534,-5.453419208526611,2.002933979034424,7.1229376792907715
349,488,488 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Cancer Cell Line,TCC-Pan2,17637,2017,Meyers RM (2017),29083409,4.070109844207764,-5.447801113128662,0.8862457275390625,7.760807514190674
350,489,489 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Bladder Carcinoma,TCCSUP,17637,2017,Meyers RM (2017),29083409,4.1326141357421875,-5.318955421447754,0.6770290732383728,8.021449089050293
351,490,490 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Esophageal Squamous Cell Carcinoma Cell Line,TE-1,17637,2017,Meyers RM (2017),29083409,3.032416343688965,-5.15582275390625,2.090869903564453,7.9967217445373535
352,491,491 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Esophageal Squamous Cell Carcinoma Cell Line,TE-5,17637,2017,Meyers RM (2017),29083409,3.6785173416137695,-4.824233531951904,1.7851535081863403,8.386540412902832
353,492,492 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Endometrial Cancer Cell Line,TEN,17637,2017,Meyers RM (2017),29083409,3.0909175872802734,-5.179787635803223,1.9515212774276733,7.7432861328125
354,493,493 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Erythroleukemia Cell Line,TF-1,17637,2017,Meyers RM (2017),29083409,3.502408027648926,-5.0291290283203125,2.0426955223083496,8.125493049621582
355,494,494 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Ovarian Cancer Cell Line,TOV-21G,17637,2017,Meyers RM (2017),29083409,4.239833354949951,-4.8637542724609375,0.9771636724472046,8.343672752380371
356,495,495 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Glioblastoma Cell Line,U-118MG,17637,2017,Meyers RM (2017),29083409,3.0270304679870605,-5.607150077819824,1.635519027709961,7.001861095428467
357,496,496 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Glioma Cell Line,U-178MG,17637,2017,Meyers RM (2017),29083409,2.587631940841675,-4.792177677154541,2.5989108085632324,7.559741020202637
358,497,497 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Renal Cell Carcinoma Cell Line,UOK101,17637,2017,Meyers RM (2017),29083409,3.4051597118377686,-5.5507636070251465,1.6464334726333618,7.590842247009277
359,498,498 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Melanoma Cell Line,WM1799,17637,2017,Meyers RM (2017),29083409,3.2266547679901123,-4.231485366821289,2.7235870361328125,7.356823444366455
360,503,503 (forward),Forward,False,Train,circle,impacts cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes and growth restrictive genes,Positive and Negative Selection,recovered_bidirectional,Knockout,B-lymphoma cell line,BJAB,18701,2017,Reddy A (2017),28985567,5.565572261810303,-1.0424859523773193,8.125988960266113,6.2814764976501465
361,504,504 (forward),Forward,False,Train,circle,impacts cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes and growth restrictive genes,Positive and Negative Selection,recovered_bidirectional,Knockout,Lymphoma or Leukaemia Cell Line,SU-DHL-4,18701,2017,Reddy A (2017),28985567,5.5898566246032715,-1.0386167764663696,8.061936378479004,6.214915752410889
362,505,505 (forward),Forward,False,Train,circle,impacts cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes and growth restrictive genes,Positive and Negative Selection,recovered_bidirectional,Knockout,Lymphoblastoid Cell Line,Pfeiffer,18700,2017,Reddy A (2017),28985567,5.629981517791748,-0.9462884664535522,8.065701484680176,6.196765899658203
363,506,506 (forward),Forward,False,Train,circle,impacts cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes and growth restrictive genes,Positive and Negative Selection,recovered_bidirectional,Knockout,B-cell non-Hodgkin lymphoma cell line,OCI-Ly3,18701,2017,Reddy A (2017),28985567,5.559248924255371,-1.0605900287628174,7.908841133117676,6.294829845428467
364,507,507 (forward),Forward,False,Train,circle,impacts cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes and growth restrictive genes,Positive and Negative Selection,recovered_bidirectional,Knockout,Diffuse Large B-cell Lymphoma Cell,HBL-1,18701,2017,Reddy A (2017),28985567,5.5447821617126465,-1.0991895198822021,8.010068893432617,6.228529453277588
365,508,508 (forward),Forward,False,Train,circle,impacts cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes and growth restrictive genes,Positive and Negative Selection,recovered_bidirectional,Knockout,Lymphoma or Leukaemia Cell Line,TMD8,18701,2017,Reddy A (2017),28985567,5.759214401245117,-0.9580689072608948,8.30493450164795,6.1223626136779785
366,509,509 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Colonic Adenocarcinoma Cell Line,C2BBe1,17637,2017,Meyers RM (2017),29083409,3.1819145679473877,-4.836030006408691,2.0806171894073486,7.805608749389648
367,510,510 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Melanoma Cell Line,C32,17637,2017,Meyers RM (2017),29083409,3.325916051864624,-4.851529598236084,2.409074306488037,7.119320392608643
368,511,511 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Renal Cell Carcinoma Cell Line,Caki-1,17637,2017,Meyers RM (2017),29083409,2.72749924659729,-5.417590618133545,2.0208044052124023,7.0721845626831055
369,512,512 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Cancer Cell Line,Caki-2,17637,2017,Meyers RM (2017),29083409,2.677154064178467,-4.623041152954102,2.9593801498413086,7.756972789764404
370,513,513 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Breast Adenocarcinoma Cell Line,CAL-51,17637,2017,Meyers RM (2017),29083409,4.061376094818115,-4.3702521324157715,1.477676510810852,8.738245010375977
371,514,514 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Esophageal Squamous Cell Carcinoma Cell Line,KYSE-30,17637,2017,Meyers RM (2017),29083409,3.9340004920959473,-4.751339912414551,1.3761091232299805,8.50438404083252
372,515,515 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Endometrial Cancer Cell Line,HEC-6,17637,2017,Meyers RM (2017),29083409,2.842514991760254,-5.2557148933410645,2.170661211013794,7.752702713012695
373,516,516 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Chondrosarcoma,CAL-78,17637,2017,Meyers RM (2017),29083409,2.9099409580230713,-5.552978038787842,1.9282535314559937,7.076451301574707
374,517,517 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Lung Cancer Cell Line,Calu-6,17637,2017,Meyers RM (2017),29083409,3.243173360824585,-5.798585414886475,1.4526160955429077,7.136524677276611
375,518,518 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Breast Adenocarcinoma Cell Line,CAMA-1,17637,2017,Meyers RM (2017),29083409,3.1214210987091064,-4.680403709411621,2.347731828689575,8.171759605407715
376,519,519 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Glioblastoma Cell Line,CAS-1,17637,2017,Meyers RM (2017),29083409,2.676708698272705,-4.958398342132568,2.5627565383911133,7.420956134796143
377,520,520 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Astrocytoma Cell Line,CCF-STTG1,17637,2017,Meyers RM (2017),29083409,3.023585796356201,-5.189852237701416,1.9968618154525757,7.666929721832275
378,521,521 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Colonic Adenocarcinoma Cell Line,CCK-81,17637,2017,Meyers RM (2017),29083409,2.6289398670196533,-4.170642852783203,3.3469078540802,8.20376968383789
379,522,522 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Lung Cancer Cell Line,ChaGo-K-1,17637,2017,Meyers RM (2017),29083409,3.2206268310546875,-4.739793300628662,2.169006824493408,8.502190589904785
