,dataset_name,phenotype,cleaned_phenotype,condition_clause,cell_type,cell_line,screen_type,library_methodology,screen_category,num_genes,author,source_id,split,n_hits,n_pos,n_neg,cluster,name
609,791,decreases cell proliferation,Fitness / Proliferation / Viability,,Mammary Gland Tumor Cell Line,Hs 578T,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1129,1129,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
610,792,decreases cell proliferation,Fitness / Proliferation / Viability,,Glioma Cell Line,Hs 683,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1523,1523,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
611,793,decreases cell proliferation,Fitness / Proliferation / Viability,,Oral Squamous Cell Carcinoma Cell Line,HSC-3,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1615,1615,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
612,794,decreases cell proliferation,Fitness / Proliferation / Viability,,Gastric Adenocarcinoma Cell Line,HSC-39,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1690,1690,0,12,"Fitness/Viability · Cancer · MRPS33, PDSS1, ISCA1"
613,795,decreases cell proliferation,Fitness / Proliferation / Viability,,Oral Squamous Cell Carcinoma Cell Line,HSC-4,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1371,1371,0,16,"Fitness/Viability · Cancer · IQCB1, UGT1A5, PPP3CB"
614,798,decreases cell proliferation,Fitness / Proliferation / Viability,,Colorectal Cancer Cell Line,HT-55,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1001,1001,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
615,799,decreases cell proliferation,Fitness / Proliferation / Viability,,Retinal Pigment Epithelium Cell Line,hTERT-RPE1,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1249,1249,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
616,800,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,HuP-T3,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1237,1237,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
617,801,decreases cell proliferation,Fitness / Proliferation / Viability,,Pancreatic Adenocarcinoma Cell Line,HuP-T4,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1132,1132,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
618,802,decreases cell proliferation,Fitness / Proliferation / Viability,,Ovarian Cancer Cell Line,IGROV-1,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1287,1287,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
619,803,decreases cell proliferation,Fitness / Proliferation / Viability,,B-lymphoblastoid cell line,IM-9,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1285,1285,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
620,804,decreases cell proliferation,Fitness / Proliferation / Viability,,Gastric Adenocarcinoma Cell Line,IM95,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,924,924,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
621,805,decreases cell proliferation (cell fitness),Fitness / Proliferation / Viability,,Melanoma Cell Line,IST-MEL1,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1240,1240,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
622,806,decreases cell proliferation,Fitness / Proliferation / Viability,,Ovary Adenocarcinoma Cell Line,JHOS-2,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1562,1562,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
623,807,decreases cell proliferation,Fitness / Proliferation / Viability,,Ovary Adenocarcinoma Cell Line,JHOS-4,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1404,1404,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
624,808,decreases cell proliferation,Fitness / Proliferation / Viability,,Head and Neck Squamous Cell Carcinoma Cell Line,JHU-011,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1432,1432,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
625,809,decreases cell proliferation,Fitness / Proliferation / Viability,,Head and Neck Squamous Cell Carcinoma Cell Line,JHU-022,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1367,1367,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
626,810,decreases cell proliferation,Fitness / Proliferation / Viability,,Head and Neck Squamous Cell Carcinoma Cell Line,JHU-029,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1780,1780,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
627,811,decreases cell proliferation,Fitness / Proliferation / Viability,,Mammary Gland Tumor Cell Line,JIMT-1,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1191,1191,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
628,812,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,KATO III,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,976,976,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
629,813,decreases cell proliferation,Fitness / Proliferation / Viability,,Astrocytoma Cell Line,KINGS-1,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1544,1544,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
630,814,decreases cell proliferation,Fitness / Proliferation / Viability,,Endometrial Cancer Cell Line,KLE,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,975,975,0,16,"Fitness/Viability · Cancer · IQCB1, UGT1A5, PPP3CB"
631,815,decreases cell proliferation,Fitness / Proliferation / Viability,,Colonic Cancer Cell Line,KM12,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1225,1225,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
632,816,decreases cell proliferation,Fitness / Proliferation / Viability,,Multiple Myeloma Cell Line,KMS-11,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1575,1575,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
633,817,decreases cell proliferation,Fitness / Proliferation / Viability,,Glioblastoma Cell Line,KNS-42,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1413,1413,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
634,818,decreases cell proliferation,Fitness / Proliferation / Viability,,Lung Cancer Cell Line,KNS-62,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1548,1548,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
635,819,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,KON,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1759,1759,0,12,"Fitness/Viability · Cancer · MRPS33, PDSS1, ISCA1"
636,820,decreases cell proliferation as measured by reduced cellular fitness,Fitness / Proliferation / Viability,,Pancreatic Cancer Cell Line,KP-1N,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1705,1705,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
637,821,decreases cell proliferation,Fitness / Proliferation / Viability,,Pancreatic Cancer Cell Line,KP-3,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1284,1284,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
638,822,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,KP-4,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1693,1693,0,12,"Fitness/Viability · Cancer · MRPS33, PDSS1, ISCA1"
639,823,decreases cell proliferation,Fitness / Proliferation / Viability,,Neuroblastoma Cell Line,KP-N-YN,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1533,1533,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
640,824,decreases cell proliferation,Fitness / Proliferation / Viability,,Neuroblastoma Cell Line,KP-N-YS,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1579,1579,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
641,825,decreases cell proliferation,Fitness / Proliferation / Viability,,Ovarian Cancer Cell Line,Kuramochi,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1442,1442,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
642,826,decreases cell proliferation,Fitness / Proliferation / Viability,,Esophageal Cancer Cell Line,KYAE-1,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,947,947,0,16,"Fitness/Viability · Cancer · IQCB1, UGT1A5, PPP3CB"
643,827,decreases cell proliferation as measured by decreased cell fitness/viability,Fitness / Proliferation / Viability,,Cancer Cell Line,KYSE-140,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1513,1513,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
644,828,decreases cell proliferation,Fitness / Proliferation / Viability,,Esophageal Squamous Cell Carcinoma Cell Line,KYSE-150,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1500,1500,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
645,829,decreases cell proliferation,Fitness / Proliferation / Viability,,Esophageal Squamous Cell Carcinoma Cell Line,KYSE-220,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1871,1871,0,12,"Fitness/Viability · Cancer · MRPS33, PDSS1, ISCA1"
646,830,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,KYSE-270,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,987,987,0,16,"Fitness/Viability · Cancer · IQCB1, UGT1A5, PPP3CB"
647,831,decreases cell proliferation,Fitness / Proliferation / Viability,,Esophageal Squamous Cell Carcinoma Cell Line,KYSE-410,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1767,1767,0,12,"Fitness/Viability · Cancer · MRPS33, PDSS1, ISCA1"
648,832,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,KYSE-450,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1476,1476,0,16,"Fitness/Viability · Cancer · IQCB1, UGT1A5, PPP3CB"
649,833,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,KYSE-510,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1799,1799,0,12,"Fitness/Viability · Cancer · MRPS33, PDSS1, ISCA1"
650,834,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,KYSE-520,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1325,1325,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
651,835,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,KYSE-70,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1493,1493,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
652,836,decreases cell proliferation,Fitness / Proliferation / Viability,,Multiple Myeloma Cell Line,L-363,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1359,1359,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
653,837,decreases cell proliferation,Fitness / Proliferation / Viability,,Renal Cell Carcinoma Cell Line,LB1047-RCC,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1555,1555,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
654,838,decreases cell proliferation,Fitness / Proliferation / Viability,,Head and Neck Squamous Cell Carcinoma Cell Line,LB771-HNC,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1620,1620,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
655,839,decreases cell proliferation,Fitness / Proliferation / Viability,,Lung Squamous Cell Carcinoma Cell Line,LC-1/sq,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1174,1174,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
656,840,decreases cell proliferation,Fitness / Proliferation / Viability,,Lung Cancer Cell Line,LCLC-97TM1,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,823,823,0,16,"Fitness/Viability · Cancer · IQCB1, UGT1A5, PPP3CB"
657,841,decreases cell proliferation,Fitness / Proliferation / Viability,,Lung Squamous Cell Carcinoma Cell Line,LK-2,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1556,1556,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
658,842,decreases cell proliferation,Fitness / Proliferation / Viability,,Glioblastoma Cell Line,LN-229,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1587,1587,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
659,843,decreases cell proliferation (reduced cellular fitness),Fitness / Proliferation / Viability,,Prostate Cancer Cell Line,LNCaP clone FGC,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1098,1098,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
660,844,decreases cell proliferation,Fitness / Proliferation / Viability,,Astrocytoma Cell Line,LNZTA3WT4,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1709,1709,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
661,845,decreases cell proliferation,Fitness / Proliferation / Viability,,Lung Cancer Cell Line,LOU-NH91,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1450,1450,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
662,846,decreases cell proliferation (cell fitness),Fitness / Proliferation / Viability,,Colonic Adenocarcinoma Cell Line,LoVo,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1499,1499,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
663,847,decreases cell proliferation,Fitness / Proliferation / Viability,,Multiple Myeloma Cell Line,LP-1,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1446,1446,0,12,"Fitness/Viability · Cancer · MRPS33, PDSS1, ISCA1"
664,848,decreases cell proliferation,Fitness / Proliferation / Viability,,Cecum Cancer Cell Line,LS1034,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1006,1006,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
665,849,decreases cell proliferation,Fitness / Proliferation / Viability,,Colonic Adenocarcinoma Cell Line,LS123,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,481,481,0,16,"Fitness/Viability · Cancer · IQCB1, UGT1A5, PPP3CB"
666,850,decreases cell proliferation,Fitness / Proliferation / Viability,,Colorectal Adenocarcinoma Cell Line,LS180,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1215,1215,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
667,851,decreases cell proliferation,Fitness / Proliferation / Viability,,Cecum Cancer Cell Line,LS411N,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1232,1232,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
668,852,decreases cell proliferation,Fitness / Proliferation / Viability,,Cecum Cancer Cell Line,LS513,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1190,1190,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
669,853,decreases cell proliferation,Fitness / Proliferation / Viability,,Large Cell Lung Cancer Cell Line,Lu-65,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1174,1174,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
670,854,decreases cell proliferation,Fitness / Proliferation / Viability,,Large Cell Lung Cancer Cell Line,Lu-99A,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1747,1747,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
671,855,decreases cell proliferation,Fitness / Proliferation / Viability,,Lung Cancer Cell Line,LXF 289,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1721,1721,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
672,856,decreases cell proliferation,Fitness / Proliferation / Viability,,Askin Tumor,SK-N-MC-IXC,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,2076,2076,0,12,"Fitness/Viability · Cancer · MRPS33, PDSS1, ISCA1"
673,857,decreases cell proliferation,Fitness / Proliferation / Viability,,Ovarian Cancer Cell Line,MCAS,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,535,535,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
674,858,decreases cell proliferation,Fitness / Proliferation / Viability,,Breast Adenocarcinoma Cell Line,MCF-7,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,760,760,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
675,859,decreases cell proliferation as evidenced by reduced cell fitness/growth,Fitness / Proliferation / Viability,,Breast Adenocarcinoma Cell Line,MDA-MB-231,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1457,1457,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
676,860,decreases cell proliferation,Fitness / Proliferation / Viability,,Mammary Gland Tumor Cell Line,MDA-MB-361,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1491,1491,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
677,861,decreases cell proliferation,Fitness / Proliferation / Viability,,Breast Cancer Cell Line,MDA-MB-415,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1155,1155,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
678,862,decreases cell proliferation,Fitness / Proliferation / Viability,,Mammary Gland Tumor Cell Line,MDA-MB-436,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1416,1416,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
679,863,decreases cell proliferation (fitness),Fitness / Proliferation / Viability,,Mammary Gland Tumor Cell Line,MDA-MB-453,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,931,931,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
680,864,decreases cell proliferation,Fitness / Proliferation / Viability,,Mammary Gland Tumor Cell Line,MDA-MB-468,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1445,1445,0,12,"Fitness/Viability · Cancer · MRPS33, PDSS1, ISCA1"
681,865,decreases cell proliferation,Fitness / Proliferation / Viability,,Colonic Cancer Cell Line,MDST8,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,917,917,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
682,866,decreases cell proliferation,Fitness / Proliferation / Viability,,Endometrial Cancer Cell Line,MFE-280,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,901,901,0,16,"Fitness/Viability · Cancer · IQCB1, UGT1A5, PPP3CB"
683,867,decreases cell proliferation,Fitness / Proliferation / Viability,,Endometrial Cancer Cell Line,MFE-296,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1424,1424,0,16,"Fitness/Viability · Cancer · IQCB1, UGT1A5, PPP3CB"
684,868,decreases cell proliferation,Fitness / Proliferation / Viability,,Mammary Gland Tumor Cell Line,MFM-223,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1772,1772,0,12,"Fitness/Viability · Cancer · MRPS33, PDSS1, ISCA1"
685,869,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,MHH-ES-1,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1697,1697,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
686,870,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,MIA PaCa-2,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1584,1584,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
687,871,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,MKN28,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1708,1708,0,12,"Fitness/Viability · Cancer · MRPS33, PDSS1, ISCA1"
688,872,decreases cell proliferation,Fitness / Proliferation / Viability,,Astrocytoma Cell Line,MOG-G-UVW,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1610,1610,0,16,"Fitness/Viability · Cancer · IQCB1, UGT1A5, PPP3CB"
689,873,decreases cell proliferation,Fitness / Proliferation / Viability,,Neuroblastoma Cell Line,SJNB-10,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,861,861,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
690,874,decreases cell fitness as measured by reduced cell proliferation,Fitness / Proliferation / Viability,,Neuroblastoma Cell Line,SJNB-13,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1575,1575,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
691,875,decreases cell proliferation,Fitness / Proliferation / Viability,,Neuroblastoma Cell Line,SJNB-17,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1397,1397,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
692,876,decreases cell proliferation,Fitness / Proliferation / Viability,,Neuroblastoma Cell Line,SJNB-5,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1575,1575,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
693,877,decreases cell proliferation,Fitness / Proliferation / Viability,,Neuroblastoma Cell Line,SJNB-6,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1534,1534,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
694,878,decreases cell proliferation,Fitness / Proliferation / Viability,,Neuroblastoma Cell Line,NB69,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1577,1577,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
695,879,decreases cell proliferation,Fitness / Proliferation / Viability,,Neuroblastoma Cell Line,SJNB-7,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,2207,2207,0,12,"Fitness/Viability · Cancer · MRPS33, PDSS1, ISCA1"
696,880,decreases cell proliferation,Fitness / Proliferation / Viability,,Non-Small Cell Lung Cancer Cell Line,NCI-H1155,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1543,1543,0,12,"Fitness/Viability · Cancer · MRPS33, PDSS1, ISCA1"
697,881,decreases cell proliferation,Fitness / Proliferation / Viability,,Non-Small Cell Lung Cancer Cell Line,NCI-H1299,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1421,1421,0,16,"Fitness/Viability · Cancer · IQCB1, UGT1A5, PPP3CB"
698,882,decreases cell proliferation,Fitness / Proliferation / Viability,,Lung Adenocarcinoma Cell Line,NCI-H1355,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1324,1324,0,16,"Fitness/Viability · Cancer · IQCB1, UGT1A5, PPP3CB"
699,883,decreases cell proliferation,Fitness / Proliferation / Viability,,Non-Small Cell Lung Cancer Cell Line,NCI-H1581,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1342,1342,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
700,884,decreases cell proliferation,Fitness / Proliferation / Viability,,Lung Adenocarcinoma Cell Line,NCI-H1650,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1312,1312,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
701,885,decreases cell proliferation,Fitness / Proliferation / Viability,,Lung Adenocarcinoma Cell Line,NCI-H1755,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1732,1732,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
702,886,decreases cell proliferation,Fitness / Proliferation / Viability,,Lung Cancer Cell Line,NCI-H1869,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1565,1565,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
703,887,decreases cell proliferation as measured by reduced cell fitness,Fitness / Proliferation / Viability,,Non-Small Cell Lung Cancer Cell Line,NCI-H1915,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1177,1177,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
704,888,decreases cell proliferation,Fitness / Proliferation / Viability,,Lung Cancer Cell Line,NCI-H1944,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1468,1468,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
705,889,decreases cell proliferation,Fitness / Proliferation / Viability,,Non-Small Cell Lung Cancer Cell Line,NCI-H1975,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1855,1855,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
706,890,decreases cell proliferation,Fitness / Proliferation / Viability,,Lung Cancer Cell Line,NCI-H1993,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1463,1463,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
707,891,decreases cell proliferation,Fitness / Proliferation / Viability,,Lung Cancer Cell Line,NCI-H2023,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1633,1633,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
708,892,decreases cell proliferation,Fitness / Proliferation / Viability,,Lung Adenocarcinoma Cell Line,NCI-H2087,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1588,1588,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
709,893,decreases cell proliferation,Fitness / Proliferation / Viability,,Lung Squamous Cell Carcinoma Cell Line,NCI-H2170,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1575,1575,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
710,894,decreases cell proliferation,Fitness / Proliferation / Viability,,Non-Small Cell Lung Cancer Cell Line,NCI-H226,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,925,925,0,16,"Fitness/Viability · Cancer · IQCB1, UGT1A5, PPP3CB"
711,895,decreases cell proliferation,Fitness / Proliferation / Viability,,Lung Adenocarcinoma Cell Line,NCI-H23,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1825,1825,0,12,"Fitness/Viability · Cancer · MRPS33, PDSS1, ISCA1"
